26     0.64
363    0.63
413    1.5
421    2.5
439    5.6
455    12
464    12
484    13
526    5.0
586    4.4
641    4.2
701    3.9
754    3.8
781    3.4
881    2.9
948    1.4
1068   2.5
1265   1.7
1308   1.8
1421   1.7
1497   1.6
1557   1.3
1677   1.3
1767   1.2
1776   1.4
1804   1.4
